year,DonorCode,donornamee,col,colname,Row,rowname,RecipientCode,RecipientNameE,regionid,Regionnname,incomegrid,incomegrname,Amount,Defl,NatCur,src,share,odaGNI,currencyname
2018,4,France,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,55.76756139,55.76756139,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,130,Algeria,10002,NorthSahara,10019,UMICs,3.286454,3.502350028,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,0.815352022,0.83868527,,dac2a,,,
2018,6,Italy,204,ODA Gross Loans,,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,7.789448837,7.789448837,,dac2a,,,
2019,4,France,201,"Grants, Total",,,630,Bhutan,10009,SouthCentralAsia,10016,LDCs,0.038061122,0.03954494,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,2.60190536,2.60190536,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,340,Dominican Republic,10005,CaribbeanCentralAmerica,10019,UMICs,0.020836046,0.021517027,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,230,Cabo Verde,10003,SouthSahara,10018,LMICs,47.93985335,47.93985335,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,47.47528356,47.47528356,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,0.981695444,0.981695444,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,630,Bhutan,10009,SouthCentralAsia,10016,LDCs,2.526451,2.692420381,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,322.2861572,328.0386002,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,798,"Asia, regional",10007,Asia,10024,UnallocatedIncome,0.009323734,0.009323734,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,0.012501628,0.012910216,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,0.144121,0.144121,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,272,Sierra Leone,10003,SouthSahara,10016,LDCs,0.043070876,0.044303452,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,266,Rwanda,10003,SouthSahara,10016,LDCs,11.79170647,11.79170647,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,5.315293653,5.514424713,,dac2a,,,
2019,4,France,201,"Grants, Total",,,540,Iran,10011,MiddleEast,10019,UMICs,12.19513768,12.67056687,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.508437311,0.513016771,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,1.905889499,1.905889499,,dac2a,,,
2019,742,Korea,204,ODA Gross Loans,,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,85.449528,91.06293799,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,14.63648992,14.63648992,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,0.411354132,0.42390487,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,10.32284279,10.32284279,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,253,Malawi,10003,SouthSahara,10016,LDCs,0.304209796,0.312915486,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,1030,"Western Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,87.26375828,90.31928432,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,540,Iran,10011,MiddleEast,10019,UMICs,2.300422742,2.411340068,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,265,Zimbabwe,10003,SouthSahara,10017,OtherLICs,45.30603898,45.30603898,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,265,Zimbabwe,10003,SouthSahara,10017,OtherLICs,0.980101658,0.980101658,,dac2a,,,
2019,4,France,201,"Grants, Total",,,89,"Europe, regional",10010,Europe,10024,UnallocatedIncome,4.352930683,4.52263031,,dac2a,,,
2019,4,France,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,8.213342752,8.533541097,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,51.6398892,51.6398892,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,0.07653301,0.07653301,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,234,Congo,10003,SouthSahara,10018,LMICs,10.874396,10.68402599,,dac2a,,,
2018,3,Denmark,201,"Grants, Total",,,665,Pakistan,10009,SouthCentralAsia,10018,LMICs,0.45029254,0.45029254,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,889,"Oceania, regional",10012,Oceania,10024,UnallocatedIncome,7.086313676,7.086313676,,dac2a,,,
2019,801,Australia,,,,,10005,Top 5 recipients,,,,,36.8737753,,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,3.369860719,3.496108482,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,383,Saint Lucia,10005,CaribbeanCentralAmerica,10019,UMICs,0.060602136,0.060602136,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,11.42705014,11.21878451,,dac2a,,,
2018,69,Slovak Republic,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,0.00686,0.00686,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,241,Ghana,10003,SouthSahara,10018,LMICs,77.11384397,77.11384397,,dac2a,,,
2018,2,Belgium,204,ODA Gross Loans,,,753,Mongolia,10008,FarEastAsia,10018,LMICs,2.533911979,2.533911979,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,271,Eritrea,10003,SouthSahara,10016,LDCs,3.672446225,3.672446225,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,555,Lebanon,10011,MiddleEast,10019,UMICs,11.77615448,11.77615448,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,89,"Europe, regional",10010,Europe,10024,UnallocatedIncome,0.055661513,0.055661513,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,283,Togo,10003,SouthSahara,10016,LDCs,0.555109571,0.576750597,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,52.84986371,53.98406849,,dac2a,,,
2019,6,Italy,201,"Grants, Total",,,241,Ghana,10003,SouthSahara,10018,LMICs,2.171114575,2.275797171,,dac2a,,,
2018,4,France,201,"Grants, Total",,,383,Saint Lucia,10005,CaribbeanCentralAmerica,10019,UMICs,0.626188833,0.626188833,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,0.508406582,0.530980823,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,0.074056589,0.076880065,,dac2a,,,
2019,701,Japan,204,ODA Gross Loans,,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,0.532485495,0.522780591,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,630,Bhutan,10009,SouthCentralAsia,10016,LDCs,0.534472,0.534472,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,0.637657727,0.655905828,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,93.98233516,97.54120605,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,451,Paraguay,10006,SouthAmerica,10019,UMICs,0.003078473,0.003194066,,dac2a,,,
2019,4,France,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,0.07052502,0.073274448,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,0.306062788,0.306062788,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,0.08052662,0.08052662,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,860,Micronesia,10012,Oceania,10018,LMICs,0.731277,0.731277,,dac2a,,,
2018,4,France,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,101.8030604,101.8030604,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,239,Gabon,10003,SouthSahara,10019,UMICs,121.437504,126.1717625,,dac2a,,,
2019,11,Switzerland,528,Total ODA,700,Humanitarian Aid,,,,,,,339.8807488,341.389,,dac5,,,
2018,3,Denmark,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,0.539032549,0.539032549,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,238,Ethiopia,10003,SouthSahara,10016,LDCs,1.428076895,1.428076895,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,0.001411019,0.001411019,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.502939891,0.502939891,,dac2a,,,
2019,1,Austria,204,ODA Gross Loans,,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,4.268753017,4.428676695,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,275,Namibia,10003,SouthSahara,10019,UMICs,50.90401907,52.65865168,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,4.103989567,4.103989567,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,1.325075935,1.325075935,,dac2a,,,
2018,918,EU Institutions,204,ODA Gross Loans,,,660,Nepal,10009,SouthCentralAsia,10016,LDCs,14.65950667,14.65950667,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,148.6839254,148.6839254,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,142,Egypt,10002,NorthSahara,10018,LMICs,0.171481246,0.178509861,,dac2a,,,
2019,68,Czech Republic,,,,,10020,Top 20 recipients,,,,,60.01147706,,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,11.151222,10.95600581,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,0.027038181,0.027038181,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,0.314055748,0.324356905,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,655,Maldives,10009,SouthCentralAsia,10019,UMICs,0.000259778,0.000269683,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,63,Serbia,10010,Europe,10019,UMICs,0.228271108,0.235731649,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,0.713971237,0.713971237,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,1.402014521,1.402014521,,dac2a,,,
2019,9,Portugal,528,Total ODA,200,Economic Infrastructure,,,,,,,7.946669077,8.017458383,,dac5,,,
2019,5,Germany,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,35.80257165,37.03666595,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,4.234286354,4.416839913,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,860,Micronesia,10012,Oceania,10018,LMICs,55.43014,55.43014,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,1.66579046,1.707555614,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,229,Cameroon,10003,SouthSahara,10018,LMICs,0.19130178,0.19130178,,dac2a,,,
2018,9,Portugal,204,ODA Gross Loans,,,259,Mozambique,10003,SouthSahara,10016,LDCs,13.42866399,13.42866399,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,870,Tonga,10012,Oceania,10019,UMICs,0.29597205,0.306174038,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,85,Ukraine,10010,Europe,10018,LMICs,745.2776108,759.9040322,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,616,Turkmenistan,10009,SouthCentralAsia,10019,UMICs,1.58160872,1.636125874,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,266,Rwanda,10003,SouthSahara,10016,LDCs,47.21643748,48.43756397,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,0.419347996,0.429395015,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,287,Burkina Faso,10003,SouthSahara,10016,LDCs,14.64368322,14.64368322,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,85,Ukraine,10010,Europe,10018,LMICs,3.20407547,3.278301594,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,0.179487602,0.179487602,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,272,Sierra Leone,10003,SouthSahara,10016,LDCs,0.896144,0.955014117,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,347,Guatemala,10005,CaribbeanCentralAmerica,10018,LMICs,5.123427484,5.123427484,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,0.407057148,0.407057148,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,2.61513593,2.61513593,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,0.283623157,0.295248207,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,273,Somalia,10003,SouthSahara,10016,LDCs,2.270321281,2.355569017,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,243,Guinea,10003,SouthSahara,10016,LDCs,214.7017585,214.7017585,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,133,Libya,10002,NorthSahara,10019,UMICs,1.487182358,1.543024203,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,764,Thailand,10008,FarEastAsia,10019,UMICs,0.051566103,0.053502346,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,352,Belize,10005,CaribbeanCentralAmerica,10019,UMICs,0.541956526,0.541956526,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,3.590282827,3.676301217,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,889,"Oceania, regional",10012,Oceania,10024,UnallocatedIncome,4.869584686,5.085803715,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,261,Nigeria,10003,SouthSahara,10018,LMICs,1.802029525,1.860924914,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,71,Albania,10010,Europe,10019,UMICs,0.174567,0.174567,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,257,Mauritius,10003,SouthSahara,10019,UMICs,26.76338959,26.76338959,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,340,Dominican Republic,10005,CaribbeanCentralAmerica,10019,UMICs,5.745340989,5.640628309,,dac2a,,,
2018,701,Japan,204,ODA Gross Loans,,,645,India,10009,SouthCentralAsia,10018,LMICs,2137.42917,2137.42917,,dac2a,,,
2019,7,Netherlands,,,,,10020,Top 20 recipients,,,,,20.90690593,,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,889,"Oceania, regional",10012,Oceania,10024,UnallocatedIncome,9.18008633,9.18008633,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,49.11240259,49.11240259,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,7.629951864,7.8272801,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,288,Zambia,10003,SouthSahara,10016,LDCs,1.318909548,1.318909548,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,16.98292671,16.98292671,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,876,Wallis and Futuna,10012,Oceania,10019,UMICs,0.022168895,0.022168895,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,0.317931267,0.317931267,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,1.265968879,1.313907886,,dac2a,,,
2019,8,Norway,528,Total ODA,700,Humanitarian Aid,,,,,,,531.7608571,553.0521525,,dac5,,,
2019,75,Hungary,201,"Grants, Total",,,769,Viet Nam,10008,FarEastAsia,10018,LMICs,6.284592215,6.476340065,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,0.037582,0.037582,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,252,Madagascar,10003,SouthSahara,10016,LDCs,0.09797996,0.09797996,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,287,Burkina Faso,10003,SouthSahara,10016,LDCs,3.292832092,3.292832092,,dac2a,,,
2019,4,France,204,ODA Gross Loans,,,354,Jamaica,10005,CaribbeanCentralAmerica,10019,UMICs,32.83737266,34.11754235,,dac2a,,,
2019,76,Poland,528,Total ODA,160,Other Social Infrastructure,,,,,,,5.043821953,5.117851229,,dac5,,,
2019,918,EU Institutions,528,Total ODA,400,Multisector,,,,,,,2233.239947,2266.148901,,dac5,,,
2018,302,United States,201,"Grants, Total",,,751,Malaysia,10008,FarEastAsia,10019,UMICs,5.35402,5.35402,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,288,Zambia,10003,SouthSahara,10016,LDCs,0.009702698,0.010072622,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,255.3792076,255.3792076,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,0.00729378,0.00729378,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,319.8818264,319.8818264,,dac2a,,,
2019,50,Spain,528,Total ODA,600,Debt Relief,,,,,,,2.649156574,2.649156574,,dac5,,,
2019,6,Italy,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,10.26605162,10.76104021,,dac2a,,,
2018,3,Denmark,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,12.27741083,12.27741083,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,2.922219254,2.922219254,,dac2a,,,
2019,50,Spain,204,ODA Gross Loans,,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,0.039561972,0.041070309,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,6.809909737,6.809909737,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,340,Dominican Republic,10005,CaribbeanCentralAmerica,10019,UMICs,3.01257676,3.01257676,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,0.001637844,0.001687816,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,616,Turkmenistan,10009,SouthCentralAsia,10019,UMICs,0.015358197,0.015358197,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,20.20140835,20.15798723,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,440,Ecuador,10006,SouthAmerica,10019,UMICs,14.02287265,14.02287265,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,550,West Bank and Gaza Strip,10011,MiddleEast,10018,LMICs,8.271317736,8.271317736,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,3.593454503,3.593454503,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,218,South Africa,10003,SouthSahara,10019,UMICs,112.917273,117.1931616,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,3.960637996,3.960637996,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,279,South Sudan,10003,SouthSahara,10016,LDCs,4.32173402,4.48400975,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,26.13538159,26.13538159,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,4.848920686,4.848920686,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,789,"Far East Asia, regional",10008,FarEastAsia,10024,UnallocatedIncome,0.962838546,0.962838546,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,0.248202,0.264507059,,dac2a,,,
2018,4,France,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,4.17811527,4.17811527,,dac2a,,,
2018,40,Greece,201,"Grants, Total",,,139,Tunisia,10002,NorthSahara,10018,LMICs,0.234065856,0.234065856,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,63,Serbia,10010,Europe,10019,UMICs,1.724181,1.837447101,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,278,Sudan,10003,SouthSahara,10016,LDCs,8.206175,8.745260771,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,0.860757625,0.860757625,,dac2a,,,
2019,69,Slovak Republic,,,,,10010,Top 10 recipients,,,,,34.19200457,,,dac2a,,,
2018,4,France,201,"Grants, Total",,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,4.022729097,4.022729097,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,1.703280425,1.703280425,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,183.504034,183.504034,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,232,Chad,10003,SouthSahara,10016,LDCs,0.004080916,0.004080916,,dac2a,,,
2018,22,Luxembourg,201,"Grants, Total",,,288,Zambia,10003,SouthSahara,10016,LDCs,0.329889475,0.329889475,,dac2a,,,
2019,5,Germany,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,24197.7,25031.78097,21615.80541,dac1,76.788703,0.61151,* Euro
2019,701,Japan,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,18.31460165,17.98080579,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,2.376128475,2.586098492,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,1.298546961,1.356204971,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,0.791168747,0.821332785,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,9.336659,9.336659,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,498,"America, regional",10004,America,10024,UnallocatedIncome,0.117169231,0.117169231,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,358,Mexico,10005,CaribbeanCentralAmerica,10019,UMICs,22.1801761,22.1801761,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,880,Samoa,10012,Oceania,10019,UMICs,28.04034664,28.04034664,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,859,Marshall Islands,10012,Oceania,10019,UMICs,0.214931,0.229050397,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,133,Libya,10002,NorthSahara,10019,UMICs,17.56471553,17.56471553,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,0.769905,0.756426843,,dac2a,,,
2018,4,France,201,"Grants, Total",,,86,Belarus,10010,Europe,10019,UMICs,1.962736882,1.962736882,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,0.2536,0.2536,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,0.029501061,0.029501061,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,854,Vanuatu,10012,Oceania,10016,LDCs,7.921222851,7.921222851,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,20.29823506,20.48105985,,dac2a,,,
2019,61,Slovenia,528,Total ODA,120,"Education, Health & Population",,,,,,,0.177099589,0.181208084,,dac5,,,
2019,8,Norway,201,"Grants, Total",,,354,Jamaica,10005,CaribbeanCentralAmerica,10019,UMICs,0.005455413,0.005937489,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,85,Ukraine,10010,Europe,10018,LMICs,0.077911624,0.077911624,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,381,Grenada,10005,CaribbeanCentralAmerica,10019,UMICs,1.979591652,2.041101577,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,259,Mozambique,10003,SouthSahara,10016,LDCs,48.32895684,49.57885566,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,4.479858939,4.479858939,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,0.018806672,0.019423538,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.021366842,0.022315571,,dac2a,,,
2019,40,Greece,201,"Grants, Total",,,89,"Europe, regional",10010,Europe,10024,UnallocatedIncome,0.000885906,0.000926741,,dac2a,,,
2019,4,France,528,Total ODA,998,Unspecified,,,,,,,385.4087444,387.453312,,dac5,,,
2019,301,Canada,201,"Grants, Total",,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,38.31324555,38.40515023,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,115.4961043,119.8696467,,dac2a,,,
